Day,Tire,Pressure,TireTemp,DailyDistance,AmbientTemp
1.1,FL,2.1940449757602423,36.178599233911626,33,24.445382387815783
1.1,FR,2.19292820042617,36.178599233911626,33,24.445382387815783
1.1,RR,2.220676637047042,36.178599233911626,33,24.445382387815783
1.1,RL,2.1725626141841703,36.178599233911626,33,24.445382387815783
1.2,FL,2.2162465928883455,30.042227552936783,33,25.804276493607063
1.2,FR,2.1827530472261394,30.042227552936783,33,25.804276493607063
1.2,RR,2.174078599483497,30.042227552936783,33,25.804276493607063
1.2,RL,2.221555682316793,30.042227552936783,33,25.804276493607063
1.3,FL,2.2282439714361746,36.51361103563617,33,28.64451125158419
1.3,FR,2.177540662474868,36.51361103563617,33,28.64451125158419
1.3,RR,2.2138429402559217,36.51361103563617,33,28.64451125158419
1.3,RL,2.2068305668765884,36.51361103563617,33,28.64451125158419
1.4,FL,2.2284747963300005,34.786591134150015,33,26.792914231764065
1.4,FR,2.1716725933824765,34.786591134150015,33,26.792914231764065
1.4,RR,2.2179440905231687,34.786591134150015,33,26.792914231764065
1.4,RL,2.2196316564191982,34.786591134150015,33,26.792914231764065
2.1,FL,2.220673673466424,30.112694683402104,25,30.238936440872795
2.1,FR,2.2243910073915525,30.112694683402104,25,30.238936440872795
2.1,RR,2.1729588358251033,30.112694683402104,25,30.238936440872795
2.1,RL,2.2016594517222736,30.112694683402104,25,30.238936440872795
2.2,FL,2.2280034807076774,33.58424727774485,25,24.192146404921903
2.2,FR,2.1794461770648903,33.58424727774485,25,24.192146404921903
2.2,RR,2.1758208912393537,33.58424727774485,25,24.192146404921903
2.2,RL,2.20024866016673,33.58424727774485,25,24.192146404921903
2.3,FL,2.211632835661188,36.4386300174025,25,30.75989717668742
2.3,FR,2.1851622084285998,36.4386300174025,25,30.75989717668742
2.3,RR,2.1766312920124906,36.4386300174025,25,30.75989717668742
2.3,RL,2.1851167454867975,36.4386300174025,25,30.75989717668742
2.4,FL,2.205763109659433,34.19377545181652,25,31.559811465297006
2.4,FR,2.1995781709376834,34.19377545181652,25,31.559811465297006
2.4,RR,2.2093976208110653,34.19377545181652,25,31.559811465297006
2.4,RL,2.1897708353757195,34.19377545181652,25,31.559811465297006
3.1,FL,2.223371452197882,37.52938543682966,25,29.02500464715294
3.1,FR,2.1729941106489488,37.52938543682966,25,29.02500464715294
